Airline,Flight Number,Departure City,Departure Time,Arrival City,Arrival Time,Duration,Stops,Fare Type,Fare Price,Cancellation Policy,Date Change Policy,Seat Selection,Checked Baggage,Hand Baggage,Meal,Scraped At
Air India,IX-9896/AI-2904,Hyderabad(HYD),18:25,New Delhi(DEL),23:35,5h 10m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:34.576312
Air India,IX-9573/AI-2804,Hyderabad(HYD),06:20,New Delhi(DEL),12:55,6h 35m,Not Available,Value,26591,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:35.787991
Air India,IX-9573/AI-2804,Hyderabad(HYD),06:20,New Delhi(DEL),12:55,6h 35m,Not Available,Classic,27641,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:35.854189
Air India,IX-9573/AI-2804,Hyderabad(HYD),06:20,New Delhi(DEL),12:55,6h 35m,Not Available,Flex,29733,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:35.924472
Air India,IX-9573/AI-2804,Hyderabad(HYD),06:20,New Delhi(DEL),12:55,6h 35m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:35.936773
Air India,AI-2699/IX-9485,Hyderabad(HYD),22:20,New Delhi(DEL),00:10,25h 50m,Not Available,Value,26655,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:37.167372
Air India,AI-2699/IX-9485,Hyderabad(HYD),22:20,New Delhi(DEL),00:10,25h 50m,Not Available,Classic,27700,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:37.255555
Air India,AI-2699/IX-9485,Hyderabad(HYD),22:20,New Delhi(DEL),00:10,25h 50m,Not Available,Flex,29791,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:37.344682
Air India,AI-2699/IX-9485,Hyderabad(HYD),22:20,New Delhi(DEL),00:10,25h 50m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:37.361840
Air India,IX-9589/AI-1828,Hyderabad(HYD),07:10,New Delhi(DEL),00:30,17h 20m,Not Available,Value,26820,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:38.612267
Air India,IX-9589/AI-1828,Hyderabad(HYD),07:10,New Delhi(DEL),00:30,17h 20m,Not Available,Classic,27872,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:38.677984
Air India,IX-9589/AI-1828,Hyderabad(HYD),07:10,New Delhi(DEL),00:30,17h 20m,Not Available,Flex,29972,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:38.746356
Air India,IX-9589/AI-1828,Hyderabad(HYD),07:10,New Delhi(DEL),00:30,17h 20m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:38.761375
Air India,IX-9589/AI-1858,Hyderabad(HYD),07:10,New Delhi(DEL),02:25,19h 15m,Not Available,Value,26820,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:40.056212
Air India,IX-9589/AI-1858,Hyderabad(HYD),07:10,New Delhi(DEL),02:25,19h 15m,Not Available,Classic,27872,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:40.163853
Air India,IX-9589/AI-1858,Hyderabad(HYD),07:10,New Delhi(DEL),02:25,19h 15m,Not Available,Flex,29972,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:40.287182
Air India,IX-9589/AI-1858,Hyderabad(HYD),07:10,New Delhi(DEL),02:25,19h 15m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:40.315991
AirIndia Express,IX-2807/IX-1058,Hyderabad(HYD),05:35,New Delhi(DEL),10:55,5h 20m,Not Available,Value,27103,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",15 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Chargeable",2025-11-26 16:15:41.622172
AirIndia Express,IX-2807/IX-1058,Hyderabad(HYD),05:35,New Delhi(DEL),10:55,5h 20m,Not Available,Classic,27629,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",15 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Free",2025-11-26 16:15:41.717772
AirIndia Express,IX-2807/IX-1058,Hyderabad(HYD),05:35,New Delhi(DEL),10:55,5h 20m,Not Available,Flex,30253,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",20 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Free",2025-11-26 16:15:41.816485
AirIndia Express,IX-2807/IX-1058,Hyderabad(HYD),05:35,New Delhi(DEL),10:55,5h 20m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:41.835005
Air India,IX-9573/AI-2802,Hyderabad(HYD),06:20,New Delhi(DEL),22:10,15h 50m,Not Available,Value,27119,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:43.032363
Air India,IX-9573/AI-2802,Hyderabad(HYD),06:20,New Delhi(DEL),22:10,15h 50m,Not Available,Classic,28169,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:43.098161
Air India,IX-9573/AI-2802,Hyderabad(HYD),06:20,New Delhi(DEL),22:10,15h 50m,Not Available,Flex,30261,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:43.166994
Air India,IX-9573/AI-2802,Hyderabad(HYD),06:20,New Delhi(DEL),22:10,15h 50m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:43.179402
IndiGo,6E-785/6E-651,Hyderabad(HYD),19:15,New Delhi(DEL),00:30,5h 15m,Not Available,Saver Fare,28232,Yes,Yes,"Standard: Chargeable
XL seats: Chargeable",15 Kgs,7 Kgs,Chargeable,2025-11-26 16:15:44.376672
IndiGo,6E-785/6E-651,Hyderabad(HYD),19:15,New Delhi(DEL),00:30,5h 15m,Not Available,Flexi Plus,30309,Yes,Yes,"Standard: FREE
XL seats: Chargeable",15 Kgs,7 Kgs,Complimentary,2025-11-26 16:15:44.444756
IndiGo,6E-785/6E-651,Hyderabad(HYD),19:15,New Delhi(DEL),00:30,5h 15m,Not Available,Super 6E,32199,Yes,Yes,"Standard: FREE
XL seats: FREE",20 Kg,7 Kgs,Complimentary,2025-11-26 16:15:44.511829
IndiGo,6E-785/6E-651,Hyderabad(HYD),19:15,New Delhi(DEL),00:30,5h 15m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:44.524300
Air India,IX-9573/AI-2488,Hyderabad(HYD),06:20,New Delhi(DEL),01:25,19h 05m,Not Available,Value,29261,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:45.725370
Air India,IX-9573/AI-2488,Hyderabad(HYD),06:20,New Delhi(DEL),01:25,19h 05m,Not Available,Classic,30311,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:45.790800
Air India,IX-9573/AI-2488,Hyderabad(HYD),06:20,New Delhi(DEL),01:25,19h 05m,Not Available,Flex,32403,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:45.857201
Air India,IX-9573/AI-2488,Hyderabad(HYD),06:20,New Delhi(DEL),01:25,19h 05m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:45.869400
Air India,IX-9567/AI-2488,Hyderabad(HYD),19:30,New Delhi(DEL),01:25,5h 55m,Not Available,Value,29261,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:47.101408
Air India,IX-9567/AI-2488,Hyderabad(HYD),19:30,New Delhi(DEL),01:25,5h 55m,Not Available,Classic,30311,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:47.187865
Air India,IX-9567/AI-2488,Hyderabad(HYD),19:30,New Delhi(DEL),01:25,5h 55m,Not Available,Flex,32403,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:47.261918
Air India,IX-9567/AI-2488,Hyderabad(HYD),19:30,New Delhi(DEL),01:25,5h 55m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:47.274368
Air India,AI-418/AI-2944,Hyderabad(HYD),11:30,New Delhi(DEL),16:40,5h 10m,Not Available,Value,31058,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:48.465078
Air India,AI-418/AI-2944,Hyderabad(HYD),11:30,New Delhi(DEL),16:40,5h 10m,Not Available,Classic,32107,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:48.530898
Air India,AI-418/AI-2944,Hyderabad(HYD),11:30,New Delhi(DEL),16:40,5h 10m,Not Available,Flex,34198,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:48.595424
Air India,AI-418/AI-2944,Hyderabad(HYD),11:30,New Delhi(DEL),16:40,5h 10m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:48.609733
Air India,AI-418/AI-1851,Hyderabad(HYD),11:30,New Delhi(DEL),18:00,6h 30m,Not Available,Value,31058,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:49.808716
Air India,AI-418/AI-1851,Hyderabad(HYD),11:30,New Delhi(DEL),18:00,6h 30m,Not Available,Classic,32107,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:49.873925
Air India,AI-418/AI-1851,Hyderabad(HYD),11:30,New Delhi(DEL),18:00,6h 30m,Not Available,Flex,34198,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:49.953985
Air India,AI-418/AI-1851,Hyderabad(HYD),11:30,New Delhi(DEL),18:00,6h 30m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:49.974387
Air India,AI-2876/AI-2422,Hyderabad(HYD),20:35,New Delhi(DEL),03:15,6h 40m,Not Available,Value,31392,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:51.190541
Air India,AI-2876/AI-2422,Hyderabad(HYD),20:35,New Delhi(DEL),03:15,6h 40m,Not Available,Classic,32472,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:51.255201
Air India,AI-2876/AI-2422,Hyderabad(HYD),20:35,New Delhi(DEL),03:15,6h 40m,Not Available,Flex,34625,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:51.320005
Air India,AI-2876/AI-2422,Hyderabad(HYD),20:35,New Delhi(DEL),03:15,6h 40m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:51.332037
Air India,AI-2445/AI-2910,Hyderabad(HYD),14:25,New Delhi(DEL),19:45,5h 20m,Not Available,Value,31427,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:52.644754
Air India,AI-2445/AI-2910,Hyderabad(HYD),14:25,New Delhi(DEL),19:45,5h 20m,Not Available,Classic,32486,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:52.710586
Air India,AI-2445/AI-2910,Hyderabad(HYD),14:25,New Delhi(DEL),19:45,5h 20m,Not Available,Flex,34598,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:52.777273
Air India,AI-2445/AI-2910,Hyderabad(HYD),14:25,New Delhi(DEL),19:45,5h 20m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:52.789337
Air India,AI-2445/AI-2996,Hyderabad(HYD),14:25,New Delhi(DEL),20:45,6h 20m,Not Available,Value,31427,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:53.979269
Air India,AI-2445/AI-2996,Hyderabad(HYD),14:25,New Delhi(DEL),20:45,6h 20m,Not Available,Classic,32486,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:54.044951
Air India,AI-2445/AI-2996,Hyderabad(HYD),14:25,New Delhi(DEL),20:45,6h 20m,Not Available,Flex,34598,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:54.111342
Air India,AI-2445/AI-2996,Hyderabad(HYD),14:25,New Delhi(DEL),20:45,6h 20m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:54.123581
Air India,AI-2445/AI-2440,Hyderabad(HYD),14:25,New Delhi(DEL),20:20,5h 55m,Not Available,Value,31427,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:55.312976
Air India,AI-2445/AI-2440,Hyderabad(HYD),14:25,New Delhi(DEL),20:20,5h 55m,Not Available,Classic,32486,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:55.377166
Air India,AI-2445/AI-2440,Hyderabad(HYD),14:25,New Delhi(DEL),20:20,5h 55m,Not Available,Flex,34598,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:55.442757
Air India,AI-2445/AI-2440,Hyderabad(HYD),14:25,New Delhi(DEL),20:20,5h 55m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:55.454835
Air India,AI-2874/AI-2960,Hyderabad(HYD),09:55,New Delhi(DEL),16:00,6h 05m,Not Available,Value,31979,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:56.788522
Air India,AI-2874/AI-2960,Hyderabad(HYD),09:55,New Delhi(DEL),16:00,6h 05m,Not Available,Classic,33054,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:56.890040
Air India,AI-2874/AI-2960,Hyderabad(HYD),09:55,New Delhi(DEL),16:00,6h 05m,Not Available,Flex,35198,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:56.980669
Air India,AI-2874/AI-2960,Hyderabad(HYD),09:55,New Delhi(DEL),16:00,6h 05m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:56.997796
Air India,AI-2447/AI-816,Hyderabad(HYD),17:30,New Delhi(DEL),23:15,5h 45m,Not Available,Value,31979,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:58.254400
Air India,AI-2447/AI-816,Hyderabad(HYD),17:30,New Delhi(DEL),23:15,5h 45m,Not Available,Classic,33054,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:58.347860
Air India,AI-2447/AI-816,Hyderabad(HYD),17:30,New Delhi(DEL),23:15,5h 45m,Not Available,Flex,35198,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:58.547622
Air India,AI-2447/AI-816,Hyderabad(HYD),17:30,New Delhi(DEL),23:15,5h 45m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:58.567791
Air India,IX-9408/AI-420,Hyderabad(HYD),12:45,New Delhi(DEL),19:15,6h 30m,Not Available,Value,32433,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",15 Kgs,7 Kg,Complimentary,2025-11-26 16:15:59.767997
Air India,IX-9408/AI-420,Hyderabad(HYD),12:45,New Delhi(DEL),19:15,6h 30m,Not Available,Classic,33480,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",20 Kgs,7 Kg,Complimentary,2025-11-26 16:15:59.858251
Air India,IX-9408/AI-420,Hyderabad(HYD),12:45,New Delhi(DEL),19:15,6h 30m,Not Available,Flex,35571,Yes,Yes,"Standard: Limited Free
Preferred: Chargeable",25 Kgs,7 Kg,Complimentary,2025-11-26 16:15:59.935768
Air India,IX-9408/AI-420,Hyderabad(HYD),12:45,New Delhi(DEL),19:15,6h 30m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:15:59.948624
IndiGo,6E-426/6E-6926,Hyderabad(HYD),20:50,New Delhi(DEL),02:10,5h 20m,Not Available,Saver Fare,42403,Yes,Yes,"Standard: Chargeable
XL seats: Chargeable",15 Kgs,7 Kgs,Chargeable,2025-11-26 16:16:01.196891
IndiGo,6E-426/6E-6926,Hyderabad(HYD),20:50,New Delhi(DEL),02:10,5h 20m,Not Available,Flexi Plus,44909,Yes,Yes,"Standard: FREE
XL seats: Chargeable",15 Kgs,7 Kgs,Complimentary,2025-11-26 16:16:01.263134
IndiGo,6E-426/6E-6926,Hyderabad(HYD),20:50,New Delhi(DEL),02:10,5h 20m,Not Available,Super 6E,46694,Yes,Yes,"Standard: FREE
XL seats: FREE",20 Kg,7 Kgs,Complimentary,2025-11-26 16:16:01.330874
IndiGo,6E-426/6E-6926,Hyderabad(HYD),20:50,New Delhi(DEL),02:10,5h 20m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:16:01.343430
AirIndia Express,IX-2807/IX-1507,Hyderabad(HYD),05:35,New Delhi(DEL),14:25,8h 50m,Not Available,Value,10184,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",15 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Chargeable",2025-11-26 16:16:02.678767
AirIndia Express,IX-2807/IX-1507,Hyderabad(HYD),05:35,New Delhi(DEL),14:25,8h 50m,Not Available,Classic,10814,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",15 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Free",2025-11-26 16:16:02.798099
AirIndia Express,IX-2807/IX-1507,Hyderabad(HYD),05:35,New Delhi(DEL),14:25,8h 50m,Not Available,Flex,11654,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",20 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Free",2025-11-26 16:16:02.919429
AirIndia Express,IX-2807/IX-1507,Hyderabad(HYD),05:35,New Delhi(DEL),14:25,8h 50m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:16:02.944957
AirIndia Express,IX-2941/IX-1970,Hyderabad(HYD),20:00,Ghaziabad(HDO),08:15,12h 15m,Not Available,Value,17351,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",15 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Chargeable",2025-11-26 16:16:04.242453
AirIndia Express,IX-2941/IX-1970,Hyderabad(HYD),20:00,Ghaziabad(HDO),08:15,12h 15m,Not Available,Classic,17981,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",15 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Free",2025-11-26 16:16:04.344718
AirIndia Express,IX-2941/IX-1970,Hyderabad(HYD),20:00,Ghaziabad(HDO),08:15,12h 15m,Not Available,Flex,18821,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",20 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Free",2025-11-26 16:16:04.464252
AirIndia Express,IX-2941/IX-1970,Hyderabad(HYD),20:00,Ghaziabad(HDO),08:15,12h 15m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:16:04.484747
AirIndia Express,IX-1072/IX-1970,Hyderabad(HYD),22:15,Ghaziabad(HDO),08:15,10h 00m,Not Available,Value,21864,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",15 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Chargeable",2025-11-26 16:16:05.848395
AirIndia Express,IX-1072/IX-1970,Hyderabad(HYD),22:15,Ghaziabad(HDO),08:15,10h 00m,Not Available,Classic,22284,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",15 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Free",2025-11-26 16:16:05.937414
AirIndia Express,IX-1072/IX-1970,Hyderabad(HYD),22:15,Ghaziabad(HDO),08:15,10h 00m,Not Available,Flex,24698,Yes,Yes,"Standard: Chargeable
Prime: Chargeable",20 Kgs,7 Kgs,"Hot Meal: Chargeable
Lite Bite: Free",2025-11-26 16:16:06.027401
AirIndia Express,IX-1072/IX-1970,Hyderabad(HYD),22:15,Ghaziabad(HDO),08:15,10h 00m,Not Available,Unknown,Not Available,No,No,Not Available,Not Available,Not Available,Not Available,2025-11-26 16:16:06.044893
